role	path	bytes	sha256
provenance	notes/action-cleanup.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
provenance	notes/action-cleanup.log	49	af77e6ea6c66ded7fb289b4098b04b57cdefaaff18214fde4a42bb698a383dbd
provenance	notes/bounded-recovery-attempt1.env	390	86aec52ff99f102c7148ddfe1ecf522af6090419f42832962715eb0c0f5b51fd
provenance	notes/collect-filtered.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
provenance	notes/collect-filtered.log	219	6bd74964e469ab191d315f282b2f4e5829d8ad8a6c6bcf0a72b46f76333a6d01
provenance	notes/exact-refs-and-runtime-authority.env	1656	1810eb15d4aeba9148735f714fd752c3c314a9ffca0fb426b710503ea6e0bf5e
provenance	notes/figures.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
provenance	notes/figures.log	171	5f6a29348ba968afbd1808774c1526a952f90829c1a7d4e5f743d78636d7f813
provenance	notes/formal-pipeline.sh	9044	fd0430c210e5b2438b869c87f829e10b847b73d6515e36ff9569a10d0dc55fc9
provenance	notes/gateway-rids.txt	780	b04797522d2ab37cd0ad7f24b909c0220cb3dbfe8bf2b7a20d25dd5c15095782
provenance	notes/gateway-window.env	197	aab2113a141b422e8e1650e04987fcb3cf2eace758fd1533cd60de0608656c1c
provenance	notes/materialize.log	138	3709f9e3d1001c0427a09a1fab3f2dde3a5c3f518798d70e2562f6bb6f1e5978
provenance	notes/occurrence-recovery.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
provenance	notes/occurrence-recovery.log	100	7b16458696322c60b108864467cbac680ebe9f411e3b89d3ebbd7c188d517e3b
provenance	notes/pipeline.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
provenance	notes/post-cleanup-writer-scan.txt	50	99a4931da57d9c2ecf3775c992f31210c74dfb2fdafd8d479d20fefdbede1b84
provenance	notes/prepare.log	72	3a0bc6eded0e33df0aa6bfaf51ca71aeb719d961ea87f1a1d1d0044844a55ca2
provenance	notes/recover-batch-compat.exit	2	4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865
provenance	notes/recover-batch-compat.log	511	42a86f9ac36f374f86765d3d79ad984e7f25f51b55406757a448658a39b205d2
provenance	notes/runner.log	142	96bc6d9f0c011c857bf2f51b0084b44a57114350a2e4aec67d5021b197464e75
provenance	notes/source-materialization-summary.json	996	6957b0b2a26adb9b4e2b845e6d88711524a2244ea51f85442f53c8b4c5303780
provenance	notes/source-session-launch.env	85	826ec156bf8bd8c9042b0c5075c3e54224097e70ed03b6aea707b1be13fd18d8
provenance	notes/source-session-start.log	145	da018c9eeced735ffb68aaf4576982f04eed9535baec72cf32475dd266153adf
provenance	notes/source-session-stop.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
provenance	notes/validator.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
provenance	notes/validator.log	153	48043748cdf74314077c7716d7597c304a59a6612d243deb02a5a1dd7adc5397
public_authority	prepared/manifest.json	1762	d444982d70a6bc54e1f969d07f6d887f75efc48c35520efca14c7e7f8e4febd8
remote_bounded_provenance	provenance/remote-bounded/PACKAGE-STATUS.env	396	00182bb9209833e414ceb748477132bb61c60e5fc80c82dff6ba4faf55ccbe0b
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-FILES.txt	892	a56c801cee1e934e3cac9a8fce31822c989ae81a2c45b99391a282b5bdc16c63
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-MANIFEST.tsv	2165	e682a091248731818316fe9b25229b8ba1059407fc93558b272a2f3aed4874a9
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-FILES.txt	4479	59f0c433e248b095f0b3a909bac22d93b734f417bd35ba655e0211d7b74b257f
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-MANIFEST.tsv	11723	01338ae316472ccd761e9e1b77d7b90ccbdd8cc522f0bf7b00cfff59c9e939da
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS	11457	84ecaf6b74061b14e9f4679fd37a52a3ab06b470d50d23de26f76b3c7b35ef9e
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.check	4947	bd265fc3471afc73f4b6927bd95ac75b6199ffda2721f86d18c54c0c10377f18
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.local-check	4947	bd265fc3471afc73f4b6927bd95ac75b6199ffda2721f86d18c54c0c10377f18
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS	2195	1c4f822ef777236178389d3212504ec3030773d396c99e6b1676fa075fd324c6
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.check	1017	5e57e31a957bdad7675928b4311ea9f2f546fa17cefddae32eae952f8c304050
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.local-check	1017	5e57e31a957bdad7675928b4311ea9f2f546fa17cefddae32eae952f8c304050
bounded_evidence	recovery/c2/reusable-event-coverage.tsv	55850	ee00f1a24354623cae6636508eb010685056c54a51cef7e3e633ac8ac9f4e514
bounded_evidence	recovery/c2/reusable-gateway-events.tsv	6396	41f42296e61f1d56b87b73fcb5aa4487ecc957e8acff654c5646814f0bb25133
bounded_evidence	recovery/c2/reusable-profile-events.tsv	56719	ee68c18efc8cdfcbbb15d6d5504053b30ec712e97af44dd3a15facda24d3c0c1
bounded_evidence	recovery/c2/reusable-result-events.tsv	8247	c71ee5062ca4f7319e01619bb99dc12cb42dd1b635ace5584234b7b44ccd6f9f
bounded_evidence	recovery/c2/reusable-target-lifecycle-events.tsv	432295	765a8d22f2cabaf162ee302ea014c5f537c68866d1768234f4f65dc93aae0a30
bounded_evidence	recovery/c2/reusable-verification.tsv	11952	c7b03ebf49b34632b825620d22e5da2d21944400c604090d2689990a1e66c982
bounded_evidence	recovery/direct-events/SHA256SUMS	522	c2ba1c4f2b44d64ec72ca57fa8cf8982089e42af0596dca51c2d72a16e694d03
bounded_evidence	recovery/direct-events/event-coverage.tsv	4758	5ea5f1d4bba9345ffe9a0da8db9487e234b59cb251561c3001b771b8cd1be7ac
bounded_evidence	recovery/direct-events/event-occurrences.tsv	95959	37aef9c08955963f27e0154f319c725a9035a3874704f3d78b57e4975830c07c
bounded_evidence	recovery/direct-events/lifecycle-coverage.tsv	1597	0a191ae6f6372567af93008f59b575bb8f26f64c160aaf171197ee2a11e4dc6d
bounded_evidence	recovery/direct-events/lifecycle-occurrences.tsv	3945	ff06b30739aa44b9c3ba51dad54fbb15ca58695e9b5f561ca287319f4fc4a924
bounded_evidence	recovery/direct-events/source-manifest.tsv	2283	24e0b43796d3daece42dcd9dd6dff16aca3992270acbe9368ae390b8d19d464a
bounded_evidence	recovery/direct-events/validation.json	15192	1c878c1fa5c8ebf8956e549512db80ba55f8297cbf615857ad495f13982a6998
bounded_evidence	recovery/filtered-single-boundary-view/OW300-COMPATIBILITY-SELECTION.tsv	5380	ae8a68ca4174b151684e399fb0d4fa2146460ff5b19e483c1d529218ca1cf52c
bounded_evidence	recovery/filtered-single-boundary-view/README.env	161	68dfa104dfcaef84d72a9bd3ef3b3c1804a9a580ab16c119a343fba59744ab81
bounded_evidence	recovery/filtered-single-boundary-view/SHA256SUMS	1167	b087a0557f6f0e47abff078d6157511cb7602b289768d0345661945ed3f72ce8
bounded_evidence	recovery/filtered-single-boundary-view/activation-ids.txt	429	4dcbe6ee829e8af97e949e51aea49681c19f6cefe01889b6a3b90e82ab2a3c5d
bounded_evidence	recovery/filtered-single-boundary-view/controller-openwhisk.log	11518	6c718afa928e3edcca0a1df23cde18b7bd7e475983f5f388741f071d5c41b09b
bounded_evidence	recovery/filtered-single-boundary-view/filter-index.tsv	1636	f5acd8e4558efce25f803d31e1f12613b3f1f4c4680efc546ed0ab435521a4fd
bounded_evidence	recovery/filtered-single-boundary-view/gateway-correlation-hashes.txt	845	00a8e977ce8c564cd8ddf18748eabdbc53f3138f49a79c2002a1125d3f488c22
bounded_evidence	recovery/filtered-single-boundary-view/gateway-reencrypt.log	7321	c19b618e3598e3d597a211c177a840b71b735b8e2a193b532cbf1e710eb5ffff
bounded_evidence	recovery/filtered-single-boundary-view/invoker0-172_18_89_215-openwhisk-store-lifecycle.log	73573	d0253052205d42103070211f06d253b0f3c7cb65156f51ba05e022504f6fcc33
bounded_evidence	recovery/filtered-single-boundary-view/invoker1-172_18_89_216-openwhisk-store-lifecycle.log	54519	9c3445f5ddbc1b705e3f417f76e6f3de1634ba85d2507e5218998fca843675ce
bounded_evidence	recovery/filtered-single-boundary-view/invoker2-172_18_89_217-openwhisk-store-lifecycle.log	334730	ac1e740de25747f694b0caeb7eae8c8e513347f930b242e273148945caa74376
bounded_evidence	recovery/filtered-single-boundary-view/scheduler-rg.log	27133	733132fa2e1446cc01a72c4164b0dc70ebdc8603b9a06eee5a28b415c593ad58
bounded_evidence	recovery/filtered-single-boundary-view/worker-activation-and-code-patterns.txt	494	6102c0bb61baac523c4d08de1f838887c58bb8c38dd440eda68b1ce2e6f01bc4
structured_run	run/action-publish.tsv	1363	18f960e34f0e4ec1000b3d6e667d1b18b502dcbdc47609f881d91f4fb83ee277
structured_run	run/activation-attempts.tsv	5337	85661357ce29e0962ba530be080a63caaf796804cc978d3c97bf05da5f4b943b
structured_run	run/group-lifecycle.tsv	7664	16a0936e7e28d6e6611c7e667aed59def408ceee5275ef8e7ecc7ade0699db62
structured_run	run/measurement-state.json	288	43fe354128315d4291df2a0168791d098230ae58f8e8cfc2948117eba1b6591b
structured_run	run/pre-removal-rcd/manifest.tsv	1896	118792f635d124dbc0d0f7a7605fe79b33df8a392865021804d8916613e9be83
structured_run	run/pre-removal-rcd/s16777216-g012-72ac6d3955fd49a7ac6d3955fdf9a7f4.log	285	9feb4956d1776a57f7449d22347f7ce986e9d9b1eca4f5514b667801948f8eb4
structured_run	run/pre-removal-rcd/s16777216-g013-d299bd211882468e99bd211882568ef5.log	285	d5837b5f7bb32be32db6a22145233db8ed1b5c8e5ea3495223bf25e3473159e7
structured_run	run/publish-state.json	285	cf6c28f2679a53a97822687eed02695261e8039b5a7d9d5cef7163fbcb7ec391
structured_run	run/revision-rotation-summary.tsv	896	ffd9b80beb6e015ecc5618bb8e57037b26800fde199df8bab928886cdd0878d6
executable_snapshot	script-snapshot/asyncs/build_diagnostic_figures.py	11761	f2b85a47a919bedd4c00efb8513795db1e2adbccca932689cc951c40d8ee296e
executable_snapshot	script-snapshot/reusable-concurrency/build_occurrence_recovery.py	41463	6a6580f8ba728c1fb4c4e4f6457f92b808c4c142f27d87fea1c5cb294ffbdf67
executable_snapshot	script-snapshot/reusable-concurrency/child-batch-plan-16m-v1.json	1907	7ed63cf6dd45002d673639bc6500b2c836fe96cc8156477639bc544ac0f810b0
executable_snapshot	script-snapshot/reusable-concurrency/collect_filtered_profile_events.sh	9008	edf56a04cec44b767e91fab499a8d2aa0695fa0e45bae15965fffc2c7340bd9c
executable_snapshot	script-snapshot/reusable-concurrency/event-dictionary-v1.tsv	6113	a1a3b95ed97b38e7a69ec2d300ad0694d4e8631ee7ad0ed37cb4df076c0cb0a7
executable_snapshot	script-snapshot/reusable-concurrency/extract_profile_events.py	24647	0e98d85961129b47976ba2600e4f45806fc4014e6e35d30c16529dc3632a3729
executable_snapshot	script-snapshot/reusable-concurrency/materialize_results.py	15708	921a589de04845ba060bf690e8b6a7a5c9f4690e71100b6d9d3f20adc70b992b
executable_snapshot	script-snapshot/reusable-concurrency/placement_client.py	65246	e9a12c8e214d1fddbd07745c2784578d4e41800b57950ffc91f51dceed1f9585
executable_snapshot	script-snapshot/reusable-concurrency/prepare_formal_16m.sh	2955	6ddbad7ea3174875222ad443de25bb89793a141b612ef729fc07dd97d2a0bc9b
executable_snapshot	script-snapshot/reusable-concurrency/prepare_package_grid.py	35455	c2c9894fc566b72ce07f480650456da9cc77603210b9a53e1e8af2283c4bee90
executable_snapshot	script-snapshot/reusable-concurrency/profile-contract-16m-supplemental-v1.json	8623	7945252b1b707e618b819a5aeeda7f6d2dad26bead6ac86d67dd70996d9d9a6f
executable_snapshot	script-snapshot/reusable-concurrency/profile_authority_16m.sh	3679	be573b8ea7a088dc4c5b9a7bb8a82ccb10f900d24209306e8bb8fd6cf2355f7d
executable_snapshot	script-snapshot/reusable-concurrency/recover_batch.py	7485	e11076e2bc9fe2f024117a5613ec5c5cb90d3f71ef9a69128d25941365d4311f
executable_snapshot	script-snapshot/reusable-concurrency/runtime-manifest-c2-16m-stem4-256.json	1097	18d7cb336f46d7eb2d54881300b873a0b9e1e5cc23314234ce55d71d7695bcc3
executable_snapshot	script-snapshot/reusable-concurrency/source_session.sh	990	0db20186a6d95c3cf49c0ebde26bf46216298270b7db723b73f5fc73bd8a4098
executable_snapshot	script-snapshot/reusable-concurrency/validate_16m_child_aggregate.py	23734	b359d04f9162eebc11596b90d32364e8aaa393dcad9f6c3bac636ac62b370034
executable_snapshot	script-snapshot/reusable-concurrency/validate_artifacts.py	7013	83902e914dbb4df9cfb97dcf469fd93b357230a78d858161c19d01121d669366
executable_snapshot	script-snapshot/reusable-concurrency/verify_results.py	41304	83baa9e75221324fcd8e24004a1d3d20a0020fb72356eff9dff461ef829fe85d
