role	path	bytes	sha256
execution_provenance	notes/collect-filtered.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
execution_provenance	notes/collect-filtered.log	218	39de959ac6d7309b697ec9d50890e8b9c7c69ca9d610bd91c663ec406a846735
execution_provenance	notes/exact-refs-and-runtime-authority.env	1656	38363072bb00f6a0128c9b30010a619860367b1fde32227a99a62115c4e56be7
execution_provenance	notes/figures.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
execution_provenance	notes/figures.log	171	3391ddfbc6268a4ccb6811a20bea5b60c21246dfe04fabddd046302052e51fd1
execution_provenance	notes/focused-16m-test.log	1029	7c4be3781b208b0ccde0b9913ecd1aeaa2b3091eda34d1eb035e76b48b219167
execution_provenance	notes/focused-c2-test.log	2449	eb85483d1749b4e2bd358764a5b20d73cf1dc688f76b9b26f735f0d79b06027f
execution_provenance	notes/formal-pipeline.sh	9044	29be7b8b3abb2ecce5e4a88b1460f5d58b978367c8bb37f57b0d34f7e4807d0c
execution_provenance	notes/gateway-rids.txt	780	1fe26dbf59a7c576cba3e0c73ad7ceef09bca595d29941d2f0a781991921dd5f
execution_provenance	notes/gateway-window.env	197	9e7176301f0e1de8e1794fc6e0af0e8b46ffdb8f29c3149c15efc786cc687184
execution_provenance	notes/materialize.log	138	72be2cfcfb95155738a15c29f12d97692ee472a179b6a5b1b9521d33806fc6c9
execution_provenance	notes/occurrence-recovery.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
execution_provenance	notes/occurrence-recovery.log	100	7b16458696322c60b108864467cbac680ebe9f411e3b89d3ebbd7c188d517e3b
execution_provenance	notes/pipeline.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
execution_provenance	notes/post-cleanup-writer-scan.txt	410	605a53f3d6b667c4d43643a4d6241a8c3fe9b8e133223819bcde4a935902c587
execution_provenance	notes/prepare.log	72	3a0bc6eded0e33df0aa6bfaf51ca71aeb719d961ea87f1a1d1d0044844a55ca2
execution_provenance	notes/recover-batch-compat.exit	2	4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865
execution_provenance	notes/recover-batch-compat.log	511	332b666953ff8f2b089d42be4ea7f146afdd6325273eeb8b5fda93c6cacfda42
execution_provenance	notes/runner.log	142	1d6d17f21777a044383c931a52928bdeeceb2aa648a496b55b4210aa094e3f39
execution_provenance	notes/source-materialization-summary.json	996	7b2a3123d4819bf6ff648a7572f25f559f8cd48bba72cb3e52470b741f1c1846
execution_provenance	notes/source-session-launch.env	85	c894af5b79ffc75ffc639175500bcb8a96e480bf631103f8029bdba0388f4809
execution_provenance	notes/source-session-start.log	145	59f22c61be54d5c0048932ac4643f84d9fdcbb6bfc0a47dbff0f3d9e4b4fba29
execution_provenance	notes/source-session-stop.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
execution_provenance	notes/validator.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
execution_provenance	notes/validator.log	153	5badd4ed15f469b50ac062a08f8106616e9199e4f61775b70025adabca2147d9
public_prepared_manifest	prepared/manifest.json	1762	46b12d77312a67e320f1b2c5db6604af711416dd2a770f65a5f59fc5943580cc
remote_bounded_provenance	provenance/remote-bounded/PACKAGE-STATUS.env	396	8e22808cb1e4dd867c8d1aa7c22ad27cc358454e81c9c69ee033c4d6809184cd
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-FILES.txt	892	a56c801cee1e934e3cac9a8fce31822c989ae81a2c45b99391a282b5bdc16c63
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-MANIFEST.tsv	2165	a7e060f7a2560af59adfb3a032118966fc4f88419e670c080449a9deaab42185
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-FILES.txt	4515	a7a0fee4d88a4ad5fb45924c875c03ebfd1e5117830033793a48d0a4f7417a8b
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-MANIFEST.tsv	11829	0d66b47acb9b742e81e7951be76ff53d31783efc34b0e789b97c0a9a3f15bc7b
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS	11559	70f271bff422884a38a8f95550c104dde55c54205a5464aa32630149b5290d40
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.check	4987	555932cfc4caa1ad2d3a14d52420b5388917094bea0162cf1f1a719b181a1978
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.local-check	4987	555932cfc4caa1ad2d3a14d52420b5388917094bea0162cf1f1a719b181a1978
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS	2195	7f3dc716f6a84c23bb951543eea0410a24bd0cf1624a4475d04d24951c10462f
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.check	1017	5e57e31a957bdad7675928b4311ea9f2f546fa17cefddae32eae952f8c304050
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.local-check	1034	a9ba39c6e6e041fdf86b6f3f1b2d8a30617abd23a0c706a6497793b609766515
bounded_recovery_evidence	recovery/c2/reusable-event-coverage.tsv	55850	eb8210d4ac079b4499e443eb88c16557297381b26680697c466dd5ff4f05fd32
bounded_recovery_evidence	recovery/c2/reusable-gateway-events.tsv	6395	026f2c72a3fbd1420a272a7bf362d293d4edd260da9d34e19bbe06b838b08375
bounded_recovery_evidence	recovery/c2/reusable-profile-events.tsv	56791	0970f1d0838a00bfffe200f4c2d086c52bde51a9f0553b1731738a4833a0cf70
bounded_recovery_evidence	recovery/c2/reusable-result-events.tsv	8247	183b8760e432428f9a011e63a9a4dc0c42c6ffb3aa19c17cae8b311d5150d9dd
bounded_recovery_evidence	recovery/c2/reusable-target-lifecycle-events.tsv	377047	e418841da7506ef975b2e0ffb89ce7f753ed00920bff315e665f299dd90e269d
bounded_recovery_evidence	recovery/c2/reusable-verification.tsv	11956	de56e49cf5c8bc99ffe193776c71e71883a9c4977d824d954e268177c74f8cc6
bounded_recovery_evidence	recovery/direct-events/SHA256SUMS	522	be9ffff85e8932f7d8980376662b4a0cb590325691d376d2c3b3d453a4f24950
bounded_recovery_evidence	recovery/direct-events/event-coverage.tsv	4758	5ea5f1d4bba9345ffe9a0da8db9487e234b59cb251561c3001b771b8cd1be7ac
bounded_recovery_evidence	recovery/direct-events/event-occurrences.tsv	95957	2fed9c2519d897005ac93c24e17109bb1894ef2a513d87164d99cf12e94cf2bf
bounded_recovery_evidence	recovery/direct-events/lifecycle-coverage.tsv	1597	0a191ae6f6372567af93008f59b575bb8f26f64c160aaf171197ee2a11e4dc6d
bounded_recovery_evidence	recovery/direct-events/lifecycle-occurrences.tsv	3945	d64822202d1544e6a2add32c3af53c8295c50fe1cd7cd0606ffec2a94cb032ae
bounded_recovery_evidence	recovery/direct-events/source-manifest.tsv	2283	3e5f62f3a42d2f013336315d62671655935bafd83febe84e872dad3243ffd975
bounded_recovery_evidence	recovery/direct-events/validation.json	15192	5adaa7d0f586dc15486f17eca10cb9787bf0001f1886789c8cc02fa20035e41a
bounded_recovery_evidence	recovery/filtered-single-boundary-view/OW300-COMPATIBILITY-SELECTION.tsv	5380	d8b7092508733d96573591e6c82b36892c2f6d10d2982208e1ea15d8f8aff0ee
bounded_recovery_evidence	recovery/filtered-single-boundary-view/README.env	161	68dfa104dfcaef84d72a9bd3ef3b3c1804a9a580ab16c119a343fba59744ab81
bounded_recovery_evidence	recovery/filtered-single-boundary-view/SHA256SUMS	1167	d5798fd50d8e3ab099b4d9a87d7dfb687b546a4f461d7e758de893e0e0300fe8
bounded_recovery_evidence	recovery/filtered-single-boundary-view/activation-ids.txt	429	98759446e827585098a562c8e72f4a97e08948b52906557b8321605fa90f93ba
bounded_recovery_evidence	recovery/filtered-single-boundary-view/controller-openwhisk.log	11518	52fe7fbffdadab428d62c891b089b5da64bec444fc1a635bafa35d1eb0fc3fb8
bounded_recovery_evidence	recovery/filtered-single-boundary-view/filter-index.tsv	1636	4a060174e9448c269ed4facf5b09574d62e9e9c496252a56ed69acb337913a18
bounded_recovery_evidence	recovery/filtered-single-boundary-view/gateway-correlation-hashes.txt	845	f4d43d8fe87194d394ccb3cb72c824d8a3f54ef0e7ad01cb0446a521b8b3678c
bounded_recovery_evidence	recovery/filtered-single-boundary-view/gateway-reencrypt.log	7320	ae1011bad7e563366df51576ea154185e95a1cd812aa849e2886a2900ce227a6
bounded_recovery_evidence	recovery/filtered-single-boundary-view/invoker0-172_18_89_215-openwhisk-store-lifecycle.log	57424	1353fc48157297c760ea4e31f91164fd25d1a9a26a2d233ef70bdd327821e872
bounded_recovery_evidence	recovery/filtered-single-boundary-view/invoker1-172_18_89_216-openwhisk-store-lifecycle.log	51303	10ea2c431a2143389c80c58e0e1b488f3ef92ac8f167f330055812e9fa03c3b1
bounded_recovery_evidence	recovery/filtered-single-boundary-view/invoker2-172_18_89_217-openwhisk-store-lifecycle.log	300491	593dc538a54250285c757865ee166988e3ab036dded0baeeeb641a5f1e40f336
bounded_recovery_evidence	recovery/filtered-single-boundary-view/scheduler-rg.log	27133	d156023472f7a7b68ee2145e31b1504db7904ff75ddc8dce189d02f2ee35e01f
bounded_recovery_evidence	recovery/filtered-single-boundary-view/worker-activation-and-code-patterns.txt	494	48310bae09f99a987480d4bc7371e99698c1f72a2cdbe0a58b8fb561131a287f
execution_evidence	run/action-publish.tsv	1363	1e1f1d694f87febc08684648c277808394aece14a6cc1400bdd301f93c4ce2f4
execution_evidence	run/activation-attempts.tsv	5337	216b7bdd959a5804a7f446ef2b88075b86b2b1fe29591b0741d2763043d2c3da
execution_evidence	run/group-lifecycle.tsv	7664	7926fde6de2af4390863968b673394ec8e940f2d258406568ec694f9a1103192
execution_evidence	run/measurement-state.json	288	43fe354128315d4291df2a0168791d098230ae58f8e8cfc2948117eba1b6591b
execution_evidence	run/pre-removal-rcd/manifest.tsv	1896	c63f23e7228a615043ea174c806f7132fe5506b5720bc0d746aa267b46938109
execution_evidence	run/pre-removal-rcd/s16777216-g010-26599920922144ac999920922124ac2b.log	285	acca1c0258b8b67587b890e365a828aefe83004c19d138bc985215601fa1c0a8
execution_evidence	run/pre-removal-rcd/s16777216-g011-343235032c914949b235032c91794954.log	285	44b920adcd34edb0d46bb26693743ebe2e184d121134dd03db7dbf866f7f5dd2
execution_evidence	run/publish-state.json	285	cf6c28f2679a53a97822687eed02695261e8039b5a7d9d5cef7163fbcb7ec391
execution_evidence	run/revision-rotation-summary.tsv	896	250e8653663752d31c3936d8df28f8fa0752d507eae6100852337242e8f2d15e
script_snapshot	script-snapshot/asyncs/build_diagnostic_figures.py	11761	f2b85a47a919bedd4c00efb8513795db1e2adbccca932689cc951c40d8ee296e
script_snapshot	script-snapshot/reusable-concurrency/build_occurrence_recovery.py	41463	6a6580f8ba728c1fb4c4e4f6457f92b808c4c142f27d87fea1c5cb294ffbdf67
script_snapshot	script-snapshot/reusable-concurrency/child-batch-plan-16m-v1.json	1907	7ed63cf6dd45002d673639bc6500b2c836fe96cc8156477639bc544ac0f810b0
script_snapshot	script-snapshot/reusable-concurrency/collect_filtered_profile_events.sh	9008	edf56a04cec44b767e91fab499a8d2aa0695fa0e45bae15965fffc2c7340bd9c
script_snapshot	script-snapshot/reusable-concurrency/event-dictionary-v1.tsv	6113	a1a3b95ed97b38e7a69ec2d300ad0694d4e8631ee7ad0ed37cb4df076c0cb0a7
script_snapshot	script-snapshot/reusable-concurrency/extract_profile_events.py	24647	0e98d85961129b47976ba2600e4f45806fc4014e6e35d30c16529dc3632a3729
script_snapshot	script-snapshot/reusable-concurrency/materialize_results.py	15708	921a589de04845ba060bf690e8b6a7a5c9f4690e71100b6d9d3f20adc70b992b
script_snapshot	script-snapshot/reusable-concurrency/placement_client.py	65246	e9a12c8e214d1fddbd07745c2784578d4e41800b57950ffc91f51dceed1f9585
script_snapshot	script-snapshot/reusable-concurrency/prepare_formal_16m.sh	2955	6ddbad7ea3174875222ad443de25bb89793a141b612ef729fc07dd97d2a0bc9b
script_snapshot	script-snapshot/reusable-concurrency/prepare_package_grid.py	35455	c2c9894fc566b72ce07f480650456da9cc77603210b9a53e1e8af2283c4bee90
script_snapshot	script-snapshot/reusable-concurrency/profile-contract-16m-supplemental-v1.json	8623	7945252b1b707e618b819a5aeeda7f6d2dad26bead6ac86d67dd70996d9d9a6f
script_snapshot	script-snapshot/reusable-concurrency/profile_authority_16m.sh	3679	be573b8ea7a088dc4c5b9a7bb8a82ccb10f900d24209306e8bb8fd6cf2355f7d
script_snapshot	script-snapshot/reusable-concurrency/recover_batch.py	7485	e11076e2bc9fe2f024117a5613ec5c5cb90d3f71ef9a69128d25941365d4311f
script_snapshot	script-snapshot/reusable-concurrency/runtime-manifest-c2-16m-stem4-256.json	1097	18d7cb336f46d7eb2d54881300b873a0b9e1e5cc23314234ce55d71d7695bcc3
script_snapshot	script-snapshot/reusable-concurrency/source_session.sh	990	0db20186a6d95c3cf49c0ebde26bf46216298270b7db723b73f5fc73bd8a4098
script_snapshot	script-snapshot/reusable-concurrency/validate_16m_child_aggregate.py	23734	b359d04f9162eebc11596b90d32364e8aaa393dcad9f6c3bac636ac62b370034
script_snapshot	script-snapshot/reusable-concurrency/validate_artifacts.py	7013	83902e914dbb4df9cfb97dcf469fd93b357230a78d858161c19d01121d669366
script_snapshot	script-snapshot/reusable-concurrency/verify_results.py	41304	83baa9e75221324fcd8e24004a1d3d20a0020fb72356eff9dff461ef829fe85d
