role	path	bytes	sha256
materialized_diagnostic	derived/c2/c2-validation.json	1968	d81364157b917fe17ce9e7314ec778cacc00d113c9059eed5631eef9b9af0d6a
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_manifest.tsv	940	cafd09a8beb2199e8bce39b9f03cd8e84f5a39304f3ce43ab987fcd03483a0e0
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_statistics.csv	543	8286a49477bb2e66c26e4a3a395ab2e82497b97e8b4f11386b4d0626bad7d196
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_statistics.png	123137	7a3610267785e3f4bd779778ab6c1b3fff5d3107c11b3c332f65646da60542ed
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_statistics.svg	65544	6074acfef283c9fc526af9341d20ff8d6332ee325dbd433d80c1e91b36383f23
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_timeline.csv	1364	6e7f0f6819ac79dca8a9b2a7a0bf834a1de9c312520c2755ec2435fc57408a94
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_timeline.png	117453	d65207f300f96dfc0496fab1734c56f473c127843a019ee1f74b4193dc5058ea
diagnostic_qa_figure	figures/c2-diagnostic/c2_diagnostic_timeline.svg	67300	71cd5077f70a64c8a3ba440d39dd34dccdde6337fb3619cede75f15e4d0f1edd
bounded_filtered_source	filtered/activation-ids.txt	396	dffabfcb8679fa147fb2837c859936b85263d970558a8bf8e79eba3c20749d40
bounded_filtered_source	filtered/controller-openwhisk.log	10656	18ef713a07f040bc4dc375c89517fcd5fd6e5982e0291796b527e6079afd22d4
bounded_filtered_source	filtered/filter-index.tsv	1589	46af7537fa7a7a9937a1ec11c6fffe8fb20f20ed0a1266b34caf1aa620e83001
bounded_filtered_source	filtered/gateway-correlation-hashes.txt	845	d9f38eb330397d2c95e87ce044789afe599e0f86fd6c782d33efa5ef9f870f78
bounded_filtered_source	filtered/gateway-reencrypt.log	7333	2166efa7429c94fd10103eb7c01bccc673c84538a8140a82498c4db9f48377d2
bounded_filtered_source	filtered/invoker0-172_18_89_215-openwhisk-store-lifecycle.log	130233	ef66c6d9da19e0c2c320d46dd9d607f8fc33380cee5e0f6b94bcde96be97d201
bounded_filtered_source	filtered/invoker1-172_18_89_216-openwhisk-store-lifecycle.log	86596	95add07d04c7f15833eb7f53bfe7b5bcd095ae3fe1dc9b2b664cb70c9cc76c7f
bounded_filtered_source	filtered/invoker2-172_18_89_217-openwhisk-store-lifecycle.log	115088	d493f7845a675dc4224b39de7e2e77ec4dc33c0483abe5dd637a1e646e0d538b
bounded_filtered_source	filtered/scheduler-rg.log	32668	c9866a2f2e084943b8684c970a47556686dafd9cad1799e05a6bc9b19fc68e44
bounded_filtered_source	filtered/worker-activation-and-code-patterns.txt	461	0b25675504932f8f2d2c2dfc59a3acdf445496bfc3df6977810b6f59d6de0d08
bounded_note_or_gate	notes/FIGURE-QA.md	569	d1b004c775e9ee4eb3463be277327f9927263f441dfcb9abdf4f1754af9e7d8f
bounded_note_or_gate	notes/FORMAL-LAUNCH.env	366	e022184449b03f5f084c70bdf65d06f80116593e49f5b3681b5fb3c4d797a852
bounded_note_or_gate	notes/JIT-ROOT-GUARD.env	668	a7459f740eafa71e5241a047d08babd29282e7e7493c65408aad49953a6fb868
bounded_note_or_gate	notes/PIPELINE-PROCESS.env	52	4cf64ee78d53b5417ca8a99a82d2017b7d7034d6c066caab45b1f7c85185d2ca
bounded_note_or_gate	notes/PRE-REQUEST-SHA256SUMS	1939	f0a3757a169cc0dbd53b21f42f38aa0ffac1a4f454b0b6be516ae37e09d26148
bounded_note_or_gate	notes/PRE-REQUEST-SHA256SUMS.check	885	105ccf8bcb07b7074467a2d2900188cf4f0766a17e82dc1876651f42efd813d1
bounded_note_or_gate	notes/ROUND377-JIT-READY.json	21175	2162d9977ff5d58bb7890bc40b2b723b3558cad5e9814ddb0de069282d21e92d
bounded_note_or_gate	notes/action-after-cleanup.env	49	3ce7e42f1ce6416b242cfb654efa91d3f4c3336a40e9b9decf361f4526047bae
bounded_note_or_gate	notes/action-after-cleanup.json	92	065b21e2a31ded9de79303191b8b9e12da2fd4743626fd50098fb729f0ad882c
bounded_note_or_gate	notes/action-before-cleanup.env	49	00a6348f053e7e301ae26d7a98c20860f6228c7c7853a9f1a5291ccef4be4e42
bounded_note_or_gate	notes/action-before-cleanup.json	604	08496fbe3afaf245b8a433c9e3b5b454c6ed345dab50ba3717015b5acfcad396
bounded_note_or_gate	notes/action-before-launch.json	92	538f4f71bc70e99770e87085120f7d2a3e91343a7ffe68f1c8615a035086ef38
bounded_note_or_gate	notes/action-cleanup.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
bounded_note_or_gate	notes/action-cleanup.log	49	af77e6ea6c66ded7fb289b4098b04b57cdefaaff18214fde4a42bb698a383dbd
bounded_note_or_gate	notes/collect-filtered.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
bounded_note_or_gate	notes/collect-filtered.log	218	84e554fd65584940b9e67a09433695c356450d873af45dfa11c8ede553330541
bounded_note_or_gate	notes/exact-refs-and-runtime-authority.env	1630	aa1d8bfebe0dbaf5fc9223dc2d65508e30c53c8afe332078ab8a7ae3ec4ff0db
bounded_note_or_gate	notes/figures.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
bounded_note_or_gate	notes/figures.log	171	3a339cffdba8814c8b1307465017e57d50221c879763a2073dd2c7131077bb5c
bounded_note_or_gate	notes/focused-16m-test.log	1029	8ed7c22c8a0675a4617f74989b4a091639d9b0529ab4fbc5309866cd8013ad39
bounded_note_or_gate	notes/focused-c2-test.log	2449	0b1a3ca46c026dde0b6d2c1aef3d453baf6b8bfb2961f5ea58997329e8bd0a76
bounded_note_or_gate	notes/formal-pipeline.sh	9043	efd64af75777c81709343553d75abcf4162d04c03cfb3efe9c86d0cd47f8c898
bounded_note_or_gate	notes/formal-pipeline.source376.sh	9043	d0995822c4e6102ad9c267ce8d6af6833f83425532e185218ed5da46efc09880
bounded_note_or_gate	notes/gateway-window.env	197	824b9029f0d5d9b4e815915da61f26ee494b2b01aadbf203afbcbb3d1059c547
bounded_note_or_gate	notes/materialize.log	138	3ee481361e939c600a27dd2e76330bfe969f2d0304f1286fd61ad3699708c9b9
bounded_note_or_gate	notes/occurrence-recovery.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
bounded_note_or_gate	notes/occurrence-recovery.log	100	7b16458696322c60b108864467cbac680ebe9f411e3b89d3ebbd7c188d517e3b
bounded_note_or_gate	notes/pipeline.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
bounded_note_or_gate	notes/post-cleanup-writer-scan.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
bounded_note_or_gate	notes/prepare.log	72	3a0bc6eded0e33df0aa6bfaf51ca71aeb719d961ea87f1a1d1d0044844a55ca2
bounded_note_or_gate	notes/recover-batch-compat.exit	2	4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865
bounded_note_or_gate	notes/recover-batch-compat.log	511	b626b24583e17092a7ccb4e50dbfd15df9b847dab8b19d9531875907693a4dbe
bounded_note_or_gate	notes/runner.log	140	4768ca81a16611a2730ec18753bba807e075a96ce840afd1f3b8b3643feb0a16
bounded_note_or_gate	notes/source-materialization-summary.json	995	e40204701786967ec74f058d0be2700d13b6202aa2ef0547d16d524210c4fde3
bounded_note_or_gate	notes/source-session-launch.env	85	c4c0e36f9d0aa09f10c6742c1b177b298b36e4cbf81b1cb0cf0776502deca659
bounded_note_or_gate	notes/source-session-start.log	145	081d44e92ded587468cfbe95abb05cdd84dd0f3ba479621dcc8baa30d6d5580a
bounded_note_or_gate	notes/source-session-stop.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
bounded_note_or_gate	notes/validator.exit	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
bounded_note_or_gate	notes/validator.log	153	1d8df1d5f168ca16f6318c35ddd5ae7a6a099ca3b000fb9e156b47fb586a7458
public_prepared_manifest	prepared/manifest.json	1762	679aa4b3cac19ee61b7ad5c40a89ef1c48ff06361397eb7c141003a8d3123111
remote_bounded_provenance	provenance/remote-bounded/PACKAGE-STATUS.env	396	6560564b1dc6b4315a9837f7d56a5ee0d3f7a971eb56d183f86084fe93741288
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-FILES.txt	892	e290743aae407f176743aa0f4e97926bf6841e14ea8b891fc5d58957c1963609
remote_bounded_provenance	provenance/remote-bounded/PRIVATE-MANIFEST.tsv	2165	498083a0e0c0b6f15af66d942ec931787c02823b3f301b37ca07091ddb85cb63
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-FILES.txt	4441	333446e093594105e52f36f9a7fd6ac41ce2b675527b2f694f379668653c0cbc
remote_bounded_provenance	provenance/remote-bounded/PUBLIC-MANIFEST.tsv	11545	f162eac56913fc4acec8501654fdd9010a289a590715eb64523753e0ffc1db13
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS	11287	2e858b08b05809d1f24679841f8e5a259f13e6be07e7cf7f874d32fb7296c2fa
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.check	4901	d3444cc52cdd5204455c12572ae4c9457b45c8e30b2f6527bffe5b67ec9078ef
remote_bounded_provenance	provenance/remote-bounded/REMOTE-BOUNDED-SHA256SUMS.local-check	4901	d3444cc52cdd5204455c12572ae4c9457b45c8e30b2f6527bffe5b67ec9078ef
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS	2195	7f34688905cd3fbe239e12c98053a61d05b8b7bfa9711697df793ada60c820fb
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.check	1017	4eb2ee7775e8630c23bfe9a07ca9878fb6b1423a4b5c5b6f7c4a8ef8a3d0733b
remote_bounded_provenance	provenance/remote-bounded/REMOTE-PRIVATE-SHA256SUMS.local-check	1017	4eb2ee7775e8630c23bfe9a07ca9878fb6b1423a4b5c5b6f7c4a8ef8a3d0733b
structured_recovery	recovery/c2/reusable-event-coverage.tsv	55665	e3bff28056542b698d16ed0642b1c46065762cd359e5b83020cb9e1973d0d329
structured_recovery	recovery/c2/reusable-gateway-events.tsv	6368	f243ba25946685f7f8d9ae6db8172023f758061c173078ed80fc47eecf14dd98
structured_recovery	recovery/c2/reusable-profile-events.tsv	56812	e24392bd7d19cdd45eb4aa12d25abc485ac79cb69f14a756446d1d73a3fee446
structured_recovery	recovery/c2/reusable-result-events.tsv	8199	494a06396853089cce733bd7aeeb82ae3db591fe916b0cf8a6e3290e4297652e
structured_recovery	recovery/c2/reusable-target-lifecycle-events.tsv	305769	1752e584ee8ab3eab80c215b8f7cea9985d6232894befa5630c1039a6ecd2ac6
structured_recovery	recovery/c2/reusable-verification.tsv	11918	b30566c8065f8d428165e55f258f3fd7886187868d225fd7718fa3bf9a9f5521
lossless_direct_event	recovery/direct-events/event-coverage.tsv	4758	5ea5f1d4bba9345ffe9a0da8db9487e234b59cb251561c3001b771b8cd1be7ac
lossless_direct_event	recovery/direct-events/event-occurrences.tsv	96135	ef7cc78dc655d9ca7f6909caef0d0a04e1c80b0eb4abb7aadc9c7bde396ba86c
lossless_direct_event	recovery/direct-events/lifecycle-coverage.tsv	1597	0a191ae6f6372567af93008f59b575bb8f26f64c160aaf171197ee2a11e4dc6d
lossless_direct_event	recovery/direct-events/lifecycle-occurrences.tsv	3949	2183138c93577052b4532c8595a73c3bede0583ebb8eba3990bbd711dd497625
lossless_direct_event	recovery/direct-events/source-manifest.tsv	2283	ad55d8dd99276d0e9751d4f2ea3d8239683fdfb5c33b1bb4db62b52247ca2ddc
lossless_direct_event	recovery/direct-events/validation.json	15192	da6b088eba2bf8594524e0d776a9e1837f1c6c5771e1d714366eb4f275c82a99
legacy_compatibility_view	recovery/filtered-single-boundary-view/OW300-COMPATIBILITY-SELECTION.tsv	5380	889c93be8fba7829772c375507ecb4de69de57b2489d0fd5e1b0218cbeed4665
legacy_compatibility_view	recovery/filtered-single-boundary-view/README.env	161	68dfa104dfcaef84d72a9bd3ef3b3c1804a9a580ab16c119a343fba59744ab81
legacy_compatibility_view	recovery/filtered-single-boundary-view/activation-ids.txt	396	dffabfcb8679fa147fb2837c859936b85263d970558a8bf8e79eba3c20749d40
legacy_compatibility_view	recovery/filtered-single-boundary-view/controller-openwhisk.log	10656	18ef713a07f040bc4dc375c89517fcd5fd6e5982e0291796b527e6079afd22d4
legacy_compatibility_view	recovery/filtered-single-boundary-view/filter-index.tsv	1589	46af7537fa7a7a9937a1ec11c6fffe8fb20f20ed0a1266b34caf1aa620e83001
legacy_compatibility_view	recovery/filtered-single-boundary-view/gateway-correlation-hashes.txt	845	d9f38eb330397d2c95e87ce044789afe599e0f86fd6c782d33efa5ef9f870f78
legacy_compatibility_view	recovery/filtered-single-boundary-view/gateway-reencrypt.log	7333	2166efa7429c94fd10103eb7c01bccc673c84538a8140a82498c4db9f48377d2
legacy_compatibility_view	recovery/filtered-single-boundary-view/invoker0-172_18_89_215-openwhisk-store-lifecycle.log	130233	ef66c6d9da19e0c2c320d46dd9d607f8fc33380cee5e0f6b94bcde96be97d201
legacy_compatibility_view	recovery/filtered-single-boundary-view/invoker1-172_18_89_216-openwhisk-store-lifecycle.log	86596	95add07d04c7f15833eb7f53bfe7b5bcd095ae3fe1dc9b2b664cb70c9cc76c7f
legacy_compatibility_view	recovery/filtered-single-boundary-view/invoker2-172_18_89_217-openwhisk-store-lifecycle.log	115088	d493f7845a675dc4224b39de7e2e77ec4dc33c0483abe5dd637a1e646e0d538b
legacy_compatibility_view	recovery/filtered-single-boundary-view/scheduler-rg.log	27157	35b108e8785a667b86274f84ead67af20378d809e0328e943a7367042ec17601
legacy_compatibility_view	recovery/filtered-single-boundary-view/worker-activation-and-code-patterns.txt	461	0b25675504932f8f2d2c2dfc59a3acdf445496bfc3df6977810b6f59d6de0d08
run_evidence	run/action-publish.tsv	1361	add9ec153a8a00e5ca20e1a2774ef70662f237322495e241fabcd17deacb83ef
run_evidence	run/activation-attempts.tsv	4874	028eed47c2a07a23323cbf723d10f5797fbb589968528c5db3e91f552fd2d4b1
run_evidence	run/group-lifecycle.tsv	7646	928d789b05040a7bb214d71fe480d913a3fea486ef3ebf80b9810e469076c015
run_evidence	run/measurement-state.json	288	a93a7eba054842f8d727b4d1f717954b4517b6a26991bd0db463348efd9e3686
run_evidence	run/pre-removal-rcd/manifest.tsv	1892	64d6f166b169a6d0251eff9c2325dbcaa42d50d738ebdd71d504ec8af0181da8
run_evidence	run/pre-removal-rcd/s16777216-g006-40b206d5824041a7b206d58240e1a7be.log	286	a5db15adecffa7fd5fc91083e1373b2e5fe95e91d6ffe8ab5f85a3e8d2abe0be
run_evidence	run/pre-removal-rcd/s16777216-g007-5205eaae454145b185eaae454115b140.log	286	b35fd34ed0d95e95a1347731dc5df5dc1885c08fc2f146400f3356201f1159ed
run_evidence	run/publish-state.json	285	cf6c28f2679a53a97822687eed02695261e8039b5a7d9d5cef7163fbcb7ec391
run_evidence	run/revision-rotation-summary.tsv	894	376b2fa489e281c5d2632c964558cab5b73698dd720805f1530a7cc2d80061c9
script_snapshot	script-snapshot/asyncs/build_diagnostic_figures.py	11761	f2b85a47a919bedd4c00efb8513795db1e2adbccca932689cc951c40d8ee296e
script_snapshot	script-snapshot/reusable-concurrency/build_occurrence_recovery.py	41463	6a6580f8ba728c1fb4c4e4f6457f92b808c4c142f27d87fea1c5cb294ffbdf67
script_snapshot	script-snapshot/reusable-concurrency/child-batch-plan-16m-v1.json	1907	7ed63cf6dd45002d673639bc6500b2c836fe96cc8156477639bc544ac0f810b0
script_snapshot	script-snapshot/reusable-concurrency/collect_filtered_profile_events.sh	9008	edf56a04cec44b767e91fab499a8d2aa0695fa0e45bae15965fffc2c7340bd9c
script_snapshot	script-snapshot/reusable-concurrency/event-dictionary-v1.tsv	6113	a1a3b95ed97b38e7a69ec2d300ad0694d4e8631ee7ad0ed37cb4df076c0cb0a7
script_snapshot	script-snapshot/reusable-concurrency/extract_profile_events.py	24647	0e98d85961129b47976ba2600e4f45806fc4014e6e35d30c16529dc3632a3729
script_snapshot	script-snapshot/reusable-concurrency/materialize_results.py	15708	921a589de04845ba060bf690e8b6a7a5c9f4690e71100b6d9d3f20adc70b992b
script_snapshot	script-snapshot/reusable-concurrency/placement_client.py	65246	e9a12c8e214d1fddbd07745c2784578d4e41800b57950ffc91f51dceed1f9585
script_snapshot	script-snapshot/reusable-concurrency/prepare_formal_16m.sh	2955	6ddbad7ea3174875222ad443de25bb89793a141b612ef729fc07dd97d2a0bc9b
script_snapshot	script-snapshot/reusable-concurrency/prepare_package_grid.py	35455	c2c9894fc566b72ce07f480650456da9cc77603210b9a53e1e8af2283c4bee90
script_snapshot	script-snapshot/reusable-concurrency/profile-contract-16m-supplemental-v1.json	8623	7945252b1b707e618b819a5aeeda7f6d2dad26bead6ac86d67dd70996d9d9a6f
script_snapshot	script-snapshot/reusable-concurrency/profile_authority_16m.sh	3679	be573b8ea7a088dc4c5b9a7bb8a82ccb10f900d24209306e8bb8fd6cf2355f7d
script_snapshot	script-snapshot/reusable-concurrency/recover_batch.py	7485	e11076e2bc9fe2f024117a5613ec5c5cb90d3f71ef9a69128d25941365d4311f
script_snapshot	script-snapshot/reusable-concurrency/runtime-manifest-c2-16m-stem4-256.json	1097	18d7cb336f46d7eb2d54881300b873a0b9e1e5cc23314234ce55d71d7695bcc3
script_snapshot	script-snapshot/reusable-concurrency/source_session.sh	990	0db20186a6d95c3cf49c0ebde26bf46216298270b7db723b73f5fc73bd8a4098
script_snapshot	script-snapshot/reusable-concurrency/validate_16m_child_aggregate.py	23734	b359d04f9162eebc11596b90d32364e8aaa393dcad9f6c3bac636ac62b370034
script_snapshot	script-snapshot/reusable-concurrency/validate_artifacts.py	7013	83902e914dbb4df9cfb97dcf469fd93b357230a78d858161c19d01121d669366
script_snapshot	script-snapshot/reusable-concurrency/verify_results.py	41304	83baa9e75221324fcd8e24004a1d3d20a0020fb72356eff9dff461ef829fe85d
